date,user/page_name,description,media link,tags
2023-11-29,amaljernaneofficiel,['كرواسون 🥐 وبتبان بعجين واحد ☝️ المكونات : 660 دقيق حلويات حلويات 2 ملاعق كبيرة زبدة 🧈 طرية نصف كأس سكر 70 غ 15 غ سكر فنلا 10 غ ملح ملعقة صغيرة 16 غ خميرة حبيبات ملعقة ونصف 320 مل ماء 💧 دافئ 2 كؤوس. '],https://www.tiktok.com/@amaljernaneofficiel/video/7306946895513914629,"['#مخبوزات', '#مخبوزاتي', '#croissant', '#croissants', '#كرواسون🥐', '#patesserie', '#patesseriefrançaise', '#المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿', '#طبخ', '#اكسبلور']"
2023-11-15,ramos.ino,['ملخص مباراة المغرب و بلجيكا 2-0 كأس العالم قطر 2022 مباراة نار 🔥 '],https://www.tiktok.com/@ramos.ino/video/7301785880107257094,"['#المغرب', '#بلجيكا', '#زياش', '#حكيمي', '#بونو', '#يوسف_نصيري🇲🇦🇲🇦', '#حمدالله', '#كأس_العالم']"
2023-12-03,oussama_belali,['تقليد رائع - زينة داودية 🎻♥️😂🎬 '],https://www.tiktok.com/@oussama_belali/video/7308441104335097094,"['#oussamabelali', '#المغرب🇲🇦', '#zinadaoudia', '#uae🇦🇪', '#fvpシ', '#qatar🇶🇦', '#daoudia', '#tiktokmaroc🇲🇦', '#this_is_morocco', '#dubai🇦🇪']"
2023-11-25,chebreda.cristal,['@Reda cristal'],https://www.tiktok.com/@chebreda.cristal/video/7305397526004354309,"['#cheb_reda_cristal', '@elmalki_wissal', '#ما_بغيت_فلوس💶💰_مابغيت_دنيا😊', '#المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿تركيا🇹🇷_العراق🇮🇶😲', '#مشاهير_تيك_توك_مشاهير_العرب', '#مشاهير_العالم', '#ghir_jdid_khawti_nhbkom❤️🤍💎', '#rai_jdid2023🇩🇿🇲🇦🇹🇷🎊🌀raijdid']"
2023-11-25,moroccanai_,[],https://www.tiktok.com/@moroccanai_/video/7305306724964109574,"['#أبوني_معاك_ياك_باطل_ولا_حنا_منستاهلوش🥺🥀', '#القرايا_مهمة_اما_صحتنا_اهم', '#دير_جام_في_خاطر_هاذ_الفيديو❤✨', '#القراياوالدبزة😁😅😂🤣', '#المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿', '#شعب_الصيني_ماله_حل😂😂', '#مغرب_تونس_الجزائر_مصر_العراقق', '#طنحبكم___كاملين♥️✨']"
2023-11-20,meryemlife0,['أصعب حالة وقت 😔💔'],https://www.tiktok.com/@meryemlife0/video/7303544090916932869,"['#الدول_العربيه', '#ذوي_الهمم', '#المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿', '#السعودية_الامارات', '#السعودية']"
2023-11-15,cosa.rista,['ملخص اقوى مباراة ايطالية 💢 ميلان ضد يوفنتوس '],https://www.tiktok.com/@cosa.rista/video/7301800622913752326,"['#ميلان', '#يوفنتوس', '#ايطاليا', '#الدوري_الايطالي', '#المغرب🇲🇦']"
2023-12-03,user4023377169011,[],https://www.tiktok.com/@user4023377169011/video/7308342518897315077,"['#مشاهير_العالم', '#عالم_تيك_توك', '#مشاهير_المغرب', '#المغرب', '#الجزائر', '#تونس', '#ليبيا', '#مصر']"
2023-11-24,its_wessal_,['أحلى ماما ❤️😮\u200d💨 '],https://www.tiktok.com/@its_wessal_/video/7304970510603996421,"['@Achraf05', '@DøUæ❤️😍', '#españa🇪🇸', '#الغربة', '#الشعب_الصيني_ماله_حل😂😂', '#wheneverwherevershakira🎶🖤🖤', '#المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿', '#Funk', '#FunkNoCapCut', '#fyp']"
2023-12-10,simaa.officiel,['@🇲🇦Simaa.officiel🇲🇦'],https://www.tiktok.com/@simaa.officiel/video/7310698867853380870,"['#ميني_فلوك', '#أم_سلطان', '#minivlog', '#ميني_فلوك', '#سفر', '#foryoupage', '#minivlog', '#مغرب_جزائر_تونس_خاوة🇩🇿🇲🇦🇹🇳', '#محمد_سلطان', '#زوجي', '#simaa', '#المغرب🇲🇦', '#ازيلال', '#بني_ملال', '#مراكش', '#الرباط', '#فلوقات_تيك_توك', '#شلالات_ازود']"
2023-11-21,imaneadinar,['واش فخباركم بلي الكيكة ديال اليوم بلا بيض 🥚 كتجي خطييييييييرة 🥰🥰🥰 واش بغيتو نشارك معاكم صوص 🤩🤩 . سجلو الوصفة ضروري تحتاجوها !!! . . مقادير 3كيسان دقيق 2كيسان ماء نصف كاس زيت 3 معالق كاكاو مر ملعقتين خل ملح كاس سكر 2خمارات فاني . . . Follow :@imane_adinar Follow :@imane_adinar • • . @gastromixte . . '],https://www.tiktok.com/@imaneadinar/video/7303904121126391046,"['#تاويل', '#مشروبات_ساخنه', '#مغربيات', '#حرشة', '#عراضة_مغربية', '#مسمن_مغربي', '#اكسبلور_المغرب', '#شوربة', '#fyb', '#فطاءر_بحشوات_مختلفة', '#وصفات_مغربية', '#cuisinemarocaine', '#ورقة_البسطيلة🍦', '#جلابة_مغربية', '#فلفلة_معمرة_بالكفتة_و_روز', '#شلاضة_مخلطة', '#tarteaucitron', '#كروكيت_البطاطس', '#معقودة_البطاطس', '#ملوي_مغربي_مورق', '#سيكار', '#معقودة', '#سفة_مغربية', '#ملوي_مغربي_مورق', '#باستيشيو', '#كيكة_بدون_بيض', '#كيكة_شكلاته']"
2023-11-12,hamza_laassri,['وابي يخليلي خوية ويخليلكم كاع خوتكم ياربي❤️👑'],https://www.tiktok.com/@hamza_laassri/video/7300649739886824710,"['#خوية', '#أخي', '#fyp', '#المغرب🇲🇦', '#dzair🇩🇿_tunisie🇹🇳_maroco🇲🇦', '#mom', '#أحبك_أمي', '#mama', '#lwalida', '#أمي']"
2023-11-27,5thevoice,[],https://www.tiktok.com/@5thevoice/video/7306178411972562181,"['#mehdifadilioficiel', '#mehdifadili', '#ibtissamtiskat', '#saadlamjarred', '#mriyech', '#foryou', '#pourtoi', '#pop', '#music', '#tchallenge', '#trending', '#موسقي', '#موسقى_حزينة', '#مريش', '#جماعتنا_زينة', '#المغرب', '#تونس', '#الجزائر', '#مصر', '#العالم_العربي', '#الشعب_الصيني_ماله_حل😂😂']"
2023-11-25,wisal_el_malki,"[' ❤️🫵', '@elmalki_wissal']",https://www.tiktok.com/@wisal_el_malki/video/7305404779830725893,"['#Elmalki_wisal✌️', '@Reda cristal', '#ما_بغيت_فلوس', '#ghir_jdid_khawti_hbkom❤️🤍💎', '#مشاهير_تيك_توك_العربkolchi', '#نجوم_المغرب🇲🇦', '#المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿']"
2023-11-20,stories_arabe,"['@دروس وعبر', '@دروس وعبر', '@دروس وعبر']",https://www.tiktok.com/@stories_arabe/video/7303539942284594464,"['#تيك_توك', '#اكسبلور', '#قصصدنينيه', '#قصص_واقعية', '#قصص_حقيقيه', '#اللهم_صلي_على_نبينا_محمد', '#الرسول_محمد_صلى_الله_عليه_وسلم', '#الله', '#الاسلام', '#المرأة', '#الهاشتاقات_للشيوخ', '#الشنقيطي', '#ابداعات', '#السعودية', '#العراق', '#المغرب', '#الجزائر', '#مصر']"
2023-12-08,ettaqy09,"['@عبد اللطيف التقي', '@ettaqytitof', '@ettaqytitof']",https://www.tiktok.com/@ettaqy09/video/7310059276502846752,"['#تونس_المغرب_الجزائر', '#فرنسا🇨🇵_بلجيكا🇧🇪_المانيا🇩🇪_اسبانيا🇪🇸', '#ettaqytitof🇲🇦', '#الصحراء_المغربية🇲🇦🇲🇦🇲🇦', '#المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿', '#هوارة_44', '#marocaine🇲🇦']"
2023-11-21,3ajil_maghribi1,[],https://www.tiktok.com/@3ajil_maghribi1/video/7303932848216509702,"['#المنتخب_المغربي_لأقل_من_17_سنة', '#yassinebounou', '#walidregragui', '#المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿', '#3ajil_maghribi1', '#maroco🇲🇦algeria🇩🇿tunisia🇹🇳']"
2023-12-09,nmiraphone,[' #'],https://www.tiktok.com/@nmiraphone/video/7310682434771930414,"['#المغرب🇲🇦تونس🇹🇳الجزائر🇩🇿', '#nmiraphone', '#CapCut']"
